,Progress,Duration..in.seconds.,IC.response.,Sex,Gender,Class,Major,Ethnicity,Course2,AMAS.1,AMAS.2,AMAS.3,AMAS.4,AMAS.5,AMAS.6,AMAS.7,AMAS.8,AMAS.9,MSES.1,MSES.2,MSES.3,S.CA.1,S.CA.2,S.CA.3,S.CA.4,S.CA.5,S.CA.6,S.LT.1,S.LT.2,S.LT.3,S.LT.4,S.LT.5,S.LT.6,S.LT.7,S.DA.1,S.DA.2,S.DA.3,S.DA.4,S.DA.5,S.DA.6,S.DA.7,S.IA.1,S.IA.2,S.IA.3,S.IA.4,S.IA.5,S.IA.6,S.IA.7,S.D.1,S.D.2,S.D.3,S.D.4,S.D.5,S.D.6,S.D.7,S.RE.1,S.RE.2,S.RE.3,S.RE.4,S.RE.5,S.RE.6,S.RE.7,S.IA.1.1,S.IA.2.1,S.IA.3.1,S.IA.4.1,S.IA.5.1,S.IA.6.1,S.IA.7.1,T.1,T.2,T.3,T.4,T.5,T.6,T.7,T.8,T.9,T.10,T.11,T.12,MS.1,MS.2,MS.3,MS.4,MS.5,MS.6,MS.7,MS.8,MS.9,MS.10,MS.11,MS.12,CR.1,CR.2,CR.3,CR.4,CR.5,CR.6,CR.7,CR.8,CR.9,CR.10,CR.11,CR.12,Semester
140,97,523,1,1,2,1,1,1,10,2,4,1,4,2,2,1,4,3,2,3,4,2,4,3,2,3,4,3,4,4,5,5,4,3,5,3,5,4,3,3,2,4,3,5,5,2,3,4,5,5,3,3,5,3,4,3,4,4,3,2,5,3,3,2,2,1,1,3,5,4,4,3,4,2,3,5,1,2,2,2,5,3,2,1,3,2,2,1,2,2,3,2,2,2,2,2,3,1,2,1,2,3,4,4,4,1
141,97,625,1,1,2,4,3,1,10,2,3,1,2,2,1,1,3,1,4,3,4,2,4,3,3,2,4,2,4,4,3,4,4,3,3,4,4,2,3,2,3,5,3,2,2,4,4,3,4,4,4,3,4,4,4,3,4,3,2,4,4,4,3,3,3,3,2,1,1,4,2,3,2,4,2,4,2,2,2,2,2,2,2,2,3,3,2,2,3,2,1,1,3,2,1,1,1,2,3,2,2,4,4,4,4,1
142,97,650,1,2,1,1,1,1,16,1,1,1,1,1,1,1,1,1,5,2,5,3,4,3,1,3,2,5,5,4,3,5,5,3,5,2,4,3,5,1,4,5,2,5,5,4,4,4,5,5,3,3,4,4,5,5,4,5,3,3,4,3,2,3,3,2,2,2,2,1,1,1,1,5,1,1,1,1,1,1,1,1,2,2,2,1,2,2,1,2,1,3,2,1,1,1,1,1,1,1,1,1,1,4,4,1
144,97,469,1,2,1,1,1,1,10,2,3,2,4,4,4,2,5,2,2,3,4,4,4,4,3,3,3,4,4,3,3,4,2,1,4,3,3,3,2,4,3,4,4,4,3,3,3,4,4,3,2,3,2,2,4,2,2,4,3,2,3,4,4,3,3,3,2,4,4,4,2,2,2,4,4,4,1,2,2,2,2,3,2,1,3,3,2,2,3,2,1,3,3,2,2,2,2,2,2,2,3,3,2,3,3,1
145,97,543,1,2,1,1,1,2,16,1,2,1,1,2,1,1,2,1,5,1,5,2,2,4,2,3,2,4,4,5,3,5,3,1,4,3,4,3,3,1,1,2,1,3,2,3,1,2,5,3,5,NA,2,2,4,2,4,5,3,4,3,4,1,1,2,1,3,3,4,1,1,1,2,4,1,5,1,1,1,1,1,3,1,2,3,3,3,2,3,2,1,2,3,2,2,2,1,1,4,2,3,3,4,4,4,1
146,97,467,1,1,2,1,1,1,10,4,5,4,3,2,3,3,5,2,2,5,5,3,4,4,4,4,4,3,4,4,3,4,2,2,3,3,4,1,3,3,3,3,3,3,3,3,3,3,2,4,3,3,4,3,4,4,3,3,4,3,4,3,2,3,3,3,3,4,3,1,1,3,2,2,3,3,4,1,2,NA,NA,1,2,3,3,3,3,3,2,3,2,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1
148,97,1221,1,1,2,3,1,1,17,2,2,1,1,3,2,1,3,3,3,5,4,3,3,3,2,3,3,4,4,3,3,4,3,3,3,3,4,4,4,2,3,4,3,3,4,5,3,4,5,4,4,3,3,4,4,3,3,4,3,3,4,3,2,4,5,3,3,2,2,3,3,4,4,3,3,3,2,2,2,2,3,3,2,2,2,3,2,3,1,2,3,2,3,4,3,3,1,1,3,2,3,3,3,4,4,1
149,97,1190,1,2,1,1,1,1,17,2,3,1,3,4,2,1,5,1,4,3,3,1,1,1,1,2,1,3,3,4,4,3,4,1,3,3,4,4,5,1,3,4,3,4,3,3,1,3,2,1,2,1,1,1,4,1,4,3,1,1,1,4,1,3,1,1,3,1,1,3,3,3,3,3,3,1,1,1,1,3,5,3,1,2,3,3,2,2,3,2,3,3,3,3,3,2,2,1,3,2,3,3,2,4,4,1
153,97,410,1,1,2,2,2,1,13,3,4,4,4,5,5,5,5,3,2,5,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,3,2,3,4,2,3,2,3,2,3,2,1,3,2,4,2,1,2,3,1,1,2,2,2,2,3,3,4,4,4,2,3,4,1,2,3,4,4,1,2,1,2,1,2,2,2,2,3,3,2,4,3,3,3,1,4,3,2,3,4,1,3,1
156,97,427,1,1,2,2,2,1,6,1,1,1,2,3,1,2,5,2,3,4,4,2,2,4,3,3,5,4,5,5,5,4,4,3,4,3,3,5,4,4,5,4,4,3,5,3,4,4,4,5,5,5,3,5,4,4,5,5,4,4,4,4,2,4,2,4,3,3,3,3,2,4,4,2,4,4,2,4,4,4,4,2,2,2,3,3,1,1,1,2,3,3,3,2,3,2,3,2,2,2,4,2,3,4,3,1
157,97,1272,1,1,2,1,4,1,6,2,4,1,3,5,4,4,5,4,3,2,4,3,4,3,4,2,2,1,2,4,4,4,3,1,4,5,2,3,5,3,2,4,5,3,4,4,3,4,5,5,4,4,4,5,4,3,2,5,3,1,3,2,3,2,4,2,2,1,2,4,5,5,3,3,4,2,1,4,2,4,4,2,2,1,2,3,2,1,2,3,1,2,3,3,1,3,1,1,3,2,4,4,4,4,4,1
159,97,1111,1,1,2,4,1,1,43,1,4,3,4,4,2,3,4,1,2,4,4,2,3,2,3,2,1,4,4,3,3,4,3,1,3,3,3,4,4,1,2,4,4,3,4,4,3,4,4,4,4,3,3,3,3,3,1,3,3,1,3,1,3,5,3,1,2,3,3,2,3,3,4,2,3,4,2,3,2,3,4,3,2,1,3,2,2,1,2,3,3,3,3,4,4,4,1,1,3,3,2,2,3,4,4,1
160,97,614,1,1,2,1,1,6,11,3,4,2,4,2,3,2,5,1,2,4,3,5,4,4,3,3,2,4,4,4,3,3,3,3,2,2,3,3,3,4,2,4,4,4,4,4,3,3,3,3,4,4,4,4,3,2,4,3,4,3,4,5,2,3,2,2,2,2,4,4,4,4,3,3,3,4,2,2,4,3,NA,3,1,1,1,1,1,1,1,2,2,1,1,3,2,3,3,1,2,2,2,3,3,2,2,1
164,97,298,1,1,2,1,4,1,3,1,3,2,3,1,2,2,3,2,5,4,2,2,2,3,2,2,2,2,3,2,2,3,2,2,3,3,2,2,3,3,3,3,3,3,4,4,4,3,2,3,2,3,2,3,2,3,3,3,3,3,3,3,2,2,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,3,2,2,1,2,2,3,2,1,1,2,3,3,3,3,3,3,3,3,3,3,3,3,3,1
168,97,384,1,1,2,3,2,1,7,3,4,1,4,4,2,1,5,2,2,5,3,2,3,2,1,2,3,5,4,4,4,4,5,2,4,3,3,4,2,1,1,4,4,3,3,2,2,3,4,3,2,4,4,4,4,2,3,3,4,3,3,4,1,2,3,1,2,2,3,1,4,4,4,2,4,2,3,2,3,3,3,3,2,3,2,1,2,1,1,2,3,3,3,4,4,3,3,1,1,1,3,1,2,4,1,1
169,97,1780,1,1,2,1,1,2,16,1,2,1,3,3,2,2,3,2,4,5,4,2,3,2,1,4,2,4,5,3,5,5,4,1,4,2,3,3,4,4,4,5,3,4,2,5,3,5,5,5,3,4,4,4,4,2,1,5,3,1,3,1,1,4,2,2,3,1,2,3,2,2,2,4,2,4,2,2,2,2,2,3,3,3,3,1,2,3,3,2,2,2,3,3,2,2,1,1,3,2,4,4,4,4,4,1
170,97,1428,1,1,2,3,1,1,44,1,3,1,2,2,2,NA,4,2,5,3,4,3,3,3,2,3,3,5,5,5,5,5,5,3,4,5,4,4,5,4,3,5,5,5,5,5,4,5,5,5,4,4,5,4,5,3,2,5,5,3,5,2,4,5,NA,2,4,3,4,2,2,1,2,3,2,3,1,2,2,2,3,3,1,2,2,1,2,1,3,1,1,3,3,4,4,3,1,1,3,2,3,4,4,4,4,1
172,97,303,1,1,2,1,2,1,13,1,2,1,2,3,2,1,1,1,4,4,4,4,4,4,4,3,4,4,4,5,4,3,5,4,5,4,3,4,4,4,5,5,4,4,3,4,4,3,5,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,5,4,5,5,2,4,4,4,5,3,3,4,4,3,4,3,1,2,2,3,3,2,3,3,3,1,3,3,4,3,2,3,1,2,2,2,3,3,4,4,1
175,97,2023,1,1,2,1,1,1,16,1,3,1,2,3,3,1,4,1,4,2,4,1,1,1,1,1,4,2,2,2,2,2,1,1,2,2,1,2,2,1,1,4,2,1,3,3,2,1,1,3,1,1,2,2,1,1,2,4,2,3,2,1,1,2,2,1,3,1,1,3,3,5,4,3,3,4,2,3,2,2,4,3,2,2,2,3,2,2,1,3,2,3,3,2,2,2,2,2,3,2,2,2,4,4,4,1
176,97,415,1,1,2,2,4,1,43,1,1,1,1,1,1,1,3,1,4,2,4,5,5,5,5,3,5,5,5,3,5,5,5,3,5,5,5,5,2,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,1,4,4,4,5,3,3,3,3,3,3,3,3,3,3,3,3,1,1,3,1,3,2,1,2,2,1,2,3,2,2,2,2,2,2,2,2,2,2,2,2,1
177,97,710,1,1,2,2,1,1,43,2,3,2,4,4,3,4,4,2,2,4,4,2,1,2,1,1,2,2,1,1,2,2,1,1,2,1,1,2,1,1,1,2,1,2,3,2,2,1,3,3,1,2,1,3,1,2,2,3,1,2,2,2,2,2,4,1,1,1,1,3,2,2,2,4,2,2,2,2,2,2,2,3,1,2,3,2,2,2,3,2,1,3,3,3,2,2,3,1,2,2,3,3,3,4,4,1
178,97,365,1,1,2,3,3,1,10,1,3,1,3,2,1,1,3,1,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,1,3,1,2,1,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1
179,97,464,1,1,2,1,4,1,6,3,4,1,5,4,2,3,5,3,1,5,3,3,2,2,3,2,4,5,4,4,3,4,3,2,2,4,4,3,3,5,2,3,3,2,4,3,2,4,2,3,2,3,4,4,3,3,2,2,3,2,3,2,4,4,3,3,3,2,2,4,4,3,3,1,3,4,2,4,3,3,4,1,2,1,3,3,2,3,3,3,3,3,3,2,2,2,2,2,3,2,3,2,4,4,4,1
181,97,237,1,1,2,1,4,1,3,2,4,3,4,2,2,2,4,3,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,4,4,3,3,3,4,3,4,4,4,4,3,3,4,3,3,3,2,4,4,4,4,4,3,4,4,4,4,3,3,3,4,4,4,4,3,4,4,2,4,3,4,4,3,3,3,4,2,2,1,3,3,2,1,2,2,3,1,2,3,2,2,3,3,3,3,2,2,3,3,3,1
182,97,660,1,1,2,2,3,1,10,2,2,1,2,3,2,2,4,1,2,4,4,2,2,3,1,2,2,3,2,4,4,4,3,2,4,1,2,4,3,2,3,3,3,3,5,3,3,3,5,3,4,3,4,3,3,3,2,2,2,3,4,2,5,3,1,3,3,4,4,3,4,4,4,2,4,2,3,4,3,4,5,3,1,2,3,1,2,1,3,2,3,3,3,3,4,3,1,1,2,3,3,4,4,4,4,1
183,97,333,1,2,1,3,1,1,10,1,1,1,1,1,1,1,1,1,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,4,4,2,2,2,2,2,1,2,3,3,3,1,3,3,3,3,3,2,3,3,3,2,2,2,2,3,3,4,2,4,1
184,97,611,1,1,2,1,1,1,10,1,3,2,3,3,3,2,3,2,2,4,3,1,2,2,1,1,2,3,2,2,2,2,2,2,3,3,2,2,3,1,2,3,2,2,3,3,1,2,3,2,2,2,2,2,2,1,1,3,1,2,3,1,1,2,NA,2,2,2,2,2,4,4,4,2,4,3,3,3,3,3,4,3,2,1,2,3,2,1,1,2,1,3,3,3,3,3,2,2,3,2,4,2,4,2,4,1
185,97,718,1,1,5,1,1,1,11,1,3,2,3,4,2,2,5,1,4,1,4,3,4,4,3,2,2,3,4,4,4,4,3,2,4,5,4,4,4,3,2,4,3,2,2,4,3,3,4,4,3,4,4,4,3,2,3,4,3,2,3,3,4,3,2,3,4,4,4,2,2,2,4,2,2,4,2,3,2,2,4,3,1,3,3,3,2,2,2,3,3,2,3,2,2,2,1,2,3,3,2,3,3,4,4,1
186,97,552,1,2,1,2,1,1,5,1,2,1,2,2,1,1,3,2,2,4,4,4,4,3,5,2,5,2,2,5,5,5,2,3,4,1,5,5,3,4,4,3,4,2,4,4,4,2,3,5,5,3,3,2,4,1,5,5,3,3,2,2,1,3,3,1,1,1,1,3,3,3,3,4,2,3,2,1,1,1,2,3,2,3,1,1,2,1,3,2,2,3,2,3,3,3,2,3,4,1,4,2,4,4,4,1
187,97,413,1,2,1,1,3,1,10,1,1,1,1,1,1,1,2,1,4,4,5,1,2,1,3,2,1,1,1,1,1,1,1,2,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,4,4,5,5,4,4,5,4,4,4,5,4,4,3,4,4,3,4,4,4,5,2,2,2,4,2,4,2,2,2,2,2,1,2,1,3,3,2,1,3,2,1,3,1,2,3,3,3,1,2,2,2,4,4,4,4,1
188,97,697,1,1,2,1,1,1,11,3,4,1,3,3,5,2,3,3,4,2,4,5,4,3,3,2,3,5,3,3,4,5,5,3,5,4,4,3,5,3,5,4,3,4,3,4,2,4,4,3,4,3,2,2,3,3,4,3,5,2,4,3,2,2,3,3,4,2,4,3,4,4,3,2,2,3,1,2,2,2,4,3,2,1,2,2,2,3,2,2,1,3,1,3,3,3,2,2,3,2,2,4,3,4,4,1
189,97,406,1,1,2,1,1,1,10,1,2,1,2,4,1,1,3,1,4,3,4,4,3,3,1,4,1,3,3,4,4,5,4,3,4,3,5,5,4,2,3,3,2,4,5,4,3,5,5,5,4,4,2,3,4,3,2,4,4,5,5,2,1,2,2,3,NA,1,3,3,4,4,3,2,3,3,2,2,2,2,5,3,1,2,3,3,2,3,3,2,3,2,2,NA,4,4,2,1,1,2,1,3,3,1,4,1
190,97,542,1,1,2,1,3,1,11,1,4,1,5,4,2,1,5,2,5,4,4,5,5,5,4,4,5,5,4,5,4,5,5,5,5,5,5,5,5,4,4,4,5,5,5,5,5,5,5,5,5,3,5,5,4,3,5,5,5,5,5,5,4,4,5,5,4,5,4,3,4,4,2,2,4,4,2,3,4,2,4,3,2,3,2,1,1,3,3,2,1,3,3,4,4,4,1,1,3,2,1,4,1,4,4,1
192,97,796,1,1,2,3,4,1,43,2,5,1,5,5,5,4,5,3,3,4,3,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,3,5,2,5,5,5,5,3,4,4,4,1,4,4,1,2,3,3,4,3,2,3,3,1,1,3,2,1,2,3,2,4,3,2,1,3,2,2,3,2,2,4,4,1
193,97,525,1,2,1,2,4,1,5,2,4,2,3,3,2,2,3,2,4,5,4,2,3,1,1,1,2,4,4,5,2,3,2,3,2,1,2,1,3,3,2,2,4,3,4,2,3,3,2,4,3,2,3,3,4,2,3,2,4,4,4,4,4,4,2,2,4,3,2,3,4,4,4,2,4,2,3,4,4,3,3,2,2,1,2,3,2,3,1,2,3,2,3,2,2,2,4,3,4,4,3,3,3,2,4,1
195,97,430,1,1,2,1,4,1,10,2,3,2,3,4,2,2,4,2,3,4,4,2,3,3,2,4,4,5,5,4,3,4,4,3,4,3,3,4,5,4,3,3,4,4,5,4,3,4,4,3,4,5,5,3,4,4,3,3,2,3,3,2,3,4,3,4,4,3,2,3,4,4,4,3,3,4,2,2,3,3,4,3,2,2,2,2,2,1,3,2,1,3,1,3,3,2,2,2,2,2,2,2,3,4,4,1
197,97,277,1,1,2,3,2,1,5,1,1,1,1,1,1,1,1,1,4,2,3,4,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,5,5,5,4,4,4,5,5,4,4,4,5,4,5,4,4,5,5,5,5,4,5,5,5,4,4,4,2,2,3,3,2,4,4,4,3,3,3,1,1,1,1,1,1,2,2,2,2,2,3,NA,3,3,3,4,3,3,3,4,4,4,4,1
198,97,1464,1,2,1,2,2,6,13,1,1,1,1,3,1,1,3,1,4,5,5,1,4,3,1,4,3,5,4,4,4,4,5,2,5,5,3,3,4,2,4,5,2,3,4,5,3,5,4,5,5,5,5,5,5,3,4,4,4,4,5,2,3,4,4,4,4,1,4,2,4,5,3,4,2,4,2,2,2,2,3,1,2,2,3,3,1,1,3,1,3,3,3,3,3,3,2,2,2,2,3,2,3,4,4,1
201,97,963,1,1,2,2,4,1,12,1,4,3,4,5,2,1,4,2,3,5,4,1,1,1,2,1,2,2,1,4,2,1,1,2,3,2,2,2,2,1,3,4,2,2,3,3,3,1,3,2,4,1,1,2,3,2,1,2,2,1,3,2,1,3,4,1,1,1,2,4,2,2,2,3,2,4,2,2,2,2,2,3,1,1,3,3,2,1,1,2,1,3,3,2,3,2,2,1,3,2,3,3,4,4,4,1
203,97,3779,1,2,1,1,1,1,7,1,3,1,3,2,1,1,4,1,2,3,2,4,4,4,2,3,3,5,4,4,4,5,5,3,4,4,5,5,5,3,4,3,4,5,4,4,5,5,4,5,4,5,5,5,4,5,4,4,5,5,4,3,4,5,1,3,4,2,4,4,3,2,2,3,2,4,2,4,2,3,4,1,1,2,3,3,1,1,3,2,3,1,3,3,3,3,2,2,3,3,2,3,3,3,3,1
204,97,160,1,2,1,3,4,4,43,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,2,1,4,3,2,4,4,1,2,3,2,2,4,3,1,3,3,4,4,3,2,3,2,4,1,4,3,4,3,4,3,4,4,4,5,5,4,4,1,2,2,2,2,1,2,2,1,3,1,1,3,1,1,2,2,3,3,3,3,3,2,2,2,2,1
205,97,2505,1,1,2,1,4,1,3,1,3,1,3,2,1,1,5,1,2,3,4,5,5,4,5,4,3,4,2,3,3,4,4,3,4,3,3,4,5,2,4,5,4,3,4,4,4,4,5,4,4,5,4,4,4,5,2,3,4,4,4,4,2,3,1,3,4,4,3,1,2,2,2,2,2,4,1,2,2,2,3,1,2,3,2,2,1,1,3,3,2,3,3,3,3,3,1,1,2,1,3,4,4,4,4,1
207,97,505,1,2,1,3,2,2,10,1,2,1,1,1,1,1,3,1,4,1,4,4,4,4,4,4,4,4,3,5,4,4,4,4,4,4,3,4,4,4,4,4,3,4,4,4,3,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,2,3,2,4,4,2,4,2,2,2,2,4,2,4,2,2,2,2,2,3,2,2,3,1,2,1,2,2,3,3,2,4,2,3,3,3,4,3,4,4,3,4,4,1
209,97,4321,1,1,2,1,1,2,8,2,4,2,4,3,2,2,5,1,1,4,1,3,2,4,2,3,5,3,4,3,3,5,4,1,2,4,5,5,5,3,3,4,4,5,4,4,5,5,3,5,5,4,5,5,5,4,5,5,4,3,5,5,1,2,2,3,3,2,5,3,2,2,3,3,2,3,2,2,3,1,3,3,1,NA,2,3,2,1,1,2,2,2,2,4,3,4,1,1,2,2,4,3,4,3,4,1
210,97,236,1,2,1,1,4,1,8,1,2,1,2,5,2,1,5,1,2,2,2,1,4,4,1,NA,1,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,5,5,4,5,4,4,5,4,4,4,4,5,4,4,3,4,5,5,5,4,3,3,3,1,4,1,1,4,4,3,3,4,3,3,3,3,3,3,3,1,3,1,3,2,2,2,2,2,2,3,2,4,4,3,1,2,4,2,2,4,4,4,4,1
211,97,390,1,1,2,1,1,1,7,3,4,1,3,4,1,2,4,1,3,2,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,3,4,3,1,5,4,2,4,5,5,2,5,5,5,2,5,5,5,4,5,4,5,5,5,5,5,2,2,2,4,4,1,5,4,4,4,4,2,4,4,1,4,1,1,4,1,2,2,1,3,2,3,1,2,3,2,1,2,2,2,1,2,3,2,2,2,3,4,4,1
212,97,732,1,1,2,2,4,1,4,3,5,2,5,2,2,3,5,3,1,5,4,4,3,3,3,1,5,5,4,2,3,3,4,3,3,2,3,3,4,2,2,3,3,3,3,3,3,3,5,5,5,3,2,4,3,4,4,5,4,5,5,4,3,3,4,1,2,2,2,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,3,3,2,3,3,1,3,3,1,1,1,3,3,2,3,3,4,4,1
214,97,377,1,1,2,1,2,6,8,2,5,2,4,3,2,2,5,2,4,2,3,3,3,3,1,2,3,4,4,3,3,4,4,3,4,3,4,4,3,4,3,3,4,4,4,3,4,3,3,5,4,4,4,4,3,4,3,4,4,4,3,4,2,4,2,4,4,4,4,3,3,2,2,3,3,3,3,3,3,3,3,3,2,2,3,1,2,1,3,2,2,3,3,2,3,3,3,3,3,3,3,3,2,2,2,1
215,97,378,1,1,2,1,4,1,3,2,3,1,3,3,4,1,4,3,2,4,3,4,4,4,4,4,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,4,4,4,2,3,3,3,3,3,3,4,1,2,3,2,3,2,3,3,2,1,2,3,3,3,2,1,2,3,2,3,4,4,4,4,1
216,97,625,1,1,2,1,3,1,10,1,3,1,2,2,2,1,4,2,4,3,4,2,2,2,1,3,2,3,3,4,3,3,3,2,4,4,4,4,3,2,3,4,3,4,4,3,2,3,5,5,3,4,2,5,3,2,3,4,2,4,4,4,4,3,3,4,3,1,3,2,2,2,2,2,3,4,1,2,2,2,2,3,2,1,1,3,2,2,1,2,1,3,3,3,3,3,4,4,4,4,3,2,1,4,1,1
217,97,244,1,2,5,1,1,1,15,1,5,1,5,3,2,1,5,1,1,5,5,5,4,4,3,5,4,5,4,4,4,NA,5,4,5,5,5,5,5,5,5,5,4,4,4,5,5,5,5,4,5,4,4,5,5,5,4,4,4,5,5,5,4,4,4,4,4,4,4,1,3,1,1,4,3,1,1,1,1,1,1,1,1,1,3,1,1,2,1,1,2,1,2,1,2,2,3,2,2,3,1,1,3,2,2,1
219,97,929,1,2,1,2,1,1,16,1,3,1,4,2,1,1,3,1,4,3,5,5,4,3,5,4,4,5,4,4,4,5,5,2,5,4,4,5,5,2,3,5,1,5,5,5,5,5,5,4,4,4,1,5,5,5,3,4,4,4,4,4,1,5,2,1,1,3,3,1,1,1,1,5,1,5,2,1,1,1,1,1,3,3,3,3,3,2,1,3,3,3,3,3,2,2,2,4,3,3,1,4,4,4,4,1
220,97,1018,1,1,2,2,1,1,16,1,3,3,3,3,1,2,5,3,4,2,4,2,3,2,1,1,2,4,2,3,2,4,3,2,3,2,3,3,3,1,2,3,3,2,4,3,3,3,2,2,1,2,2,1,3,2,1,4,1,1,2,1,1,3,2,1,2,1,2,1,1,1,1,5,1,5,1,1,1,1,1,2,2,2,3,3,2,1,1,2,1,1,3,3,2,2,1,1,3,3,4,4,3,4,4,1
221,97,431,1,1,2,1,4,1,5,3,5,2,4,4,2,1,5,1,2,5,4,3,4,2,2,2,5,4,2,4,2,4,3,3,4,2,3,2,4,2,2,3,3,2,5,3,2,3,5,4,2,2,2,3,3,2,2,4,2,2,3,2,3,4,2,4,4,2,2,3,5,5,5,2,4,2,3,4,4,4,4,3,1,3,1,1,2,3,2,3,3,2,3,3,2,2,1,1,2,1,1,2,4,4,4,1
223,97,808,1,2,1,3,1,1,17,1,3,1,5,4,1,1,5,1,2,4,4,3,5,4,2,4,4,5,5,4,4,5,5,3,5,4,5,5,5,3,5,3,3,5,2,5,2,4,5,4,5,3,4,4,5,4,2,5,4,4,4,5,5,4,2,2,2,2,2,1,2,1,1,5,2,5,1,1,1,1,2,1,1,1,3,1,2,2,3,2,1,1,3,4,3,4,1,4,3,1,4,4,3,4,4,1
224,97,151,1,1,2,3,1,1,10,4,NA,4,3,NA,4,NA,2,2,2,3,1,2,NA,4,NA,3,3,3,2,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,3,2,2,2,3,3,3,2,2,2,2,1,1,1,1,3,2,2,1,2,NA,2,2,3,4,3,NA,3,3,3,3,1
225,97,543,1,1,2,1,2,1,43,3,1,1,2,3,2,2,5,3,3,4,3,3,5,3,5,3,3,5,5,4,4,5,3,5,4,4,5,3,4,2,3,4,5,4,3,5,4,5,5,5,5,3,3,4,3,4,4,5,5,5,4,4,3,4,2,2,4,2,4,4,4,4,4,2,4,NA,4,4,4,4,3,1,1,3,2,3,3,3,3,2,1,2,3,2,2,3,2,1,2,2,3,2,3,3,3,1
226,97,728,1,1,2,3,1,1,17,2,5,2,4,4,3,2,4,2,2,4,2,2,2,2,1,1,1,2,1,4,4,2,4,1,3,3,2,2,4,1,1,2,3,4,3,4,2,2,5,5,5,2,2,5,3,2,1,3,2,2,2,4,3,2,2,1,3,2,2,4,5,5,5,2,4,3,4,3,5,5,5,3,1,2,2,1,2,1,2,3,3,3,3,3,3,3,2,1,4,4,1,2,2,3,4,1
227,97,656,1,1,2,1,4,1,2,1,3,1,4,4,2,1,4,1,1,5,4,4,4,4,5,5,4,3,3,2,2,3,3,3,3,3,4,4,4,4,4,4,4,3,4,4,4,4,4,4,NA,4,3,4,4,4,4,4,5,4,4,4,5,5,5,4,5,4,5,4,5,4,5,2,4,5,5,3,2,2,4,2,1,2,2,3,2,2,2,2,1,3,2,3,3,2,3,3,3,3,3,3,4,2,3,1
228,97,360,1,2,1,2,2,1,13,1,3,1,3,1,1,1,5,1,4,4,4,4,4,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,3,3,3,3,3,3,3,3,NA,3,3,3,1,1,1,2,3,2,1,3,2,1,3,3,2,2,2,2,3,4,2,2,2,2,2,4,1
229,97,811,1,1,2,2,4,1,5,2,3,1,3,4,1,1,4,1,4,3,4,1,2,2,1,4,2,3,2,5,4,4,4,3,4,5,4,2,4,1,4,5,3,4,4,5,2,2,4,4,5,1,3,3,5,3,4,5,4,3,4,4,4,3,2,1,2,1,2,3,4,4,3,3,3,3,3,3,3,3,3,3,2,3,2,2,2,1,2,2,1,2,3,3,3,3,2,1,1,2,4,4,3,4,4,1
230,97,533,1,1,2,3,1,1,10,2,3,1,3,3,1,1,4,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,5,5,5,4,4,4,4,4,2,4,4,2,4,2,4,4,2,4,4,4,4,3,2,3,3,2,4,3,2,2,2,3,3,3,2,2,1,2,2,3,3,2,3,1,1,2,2,2,2,2,2,2,2,3,3,3,4,1
